StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4_1,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q10
2024-04-03 14:22:27,2024-04-03 14:23:43,IP Address,130.219.10.90,100,76,True,2024-04-03 14:23:43,R_1IcTKxJOtD54KtP,,,,,40.4999,-74.4247,qr,EN,,5,5,5,5,5,5,5,5,5,PM < 25 μm,Particles of this diameter are unable to be suspended in air.,Cars,5,5,5,5,5,5,10,
2024-04-03 14:22:41,2024-04-03 14:24:02,IP Address,128.6.37.239,100,81,True,2024-04-03 14:24:03,R_3szfIv2RC3fnq5w,,,,,40.5511,-74.4606,qr,EN,,4,4,2,1,2,3,2,3,5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Trucks",4,3,4,3,4,,8,
2024-04-03 14:22:30,2024-04-03 14:24:03,IP Address,130.219.10.90,100,92,True,2024-04-03 14:24:04,R_7lQwAYnSZUNtoyD,,,,,40.4999,-74.4247,qr,EN,Jf1142,5,5,5,5,2,5,5,5,2.5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Electric Vehicles,Fireplaces,Trucks",2,2,3,3,3,2,10,
2024-04-03 14:22:23,2024-04-03 14:24:19,IP Address,174.230.184.193,100,115,True,2024-04-03 14:24:19,R_21YKzpi4vrEuNQ0,,,,,40.7747,-74.2274,qr,EN,,3,4,4,5,4,3,5,3,5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Trucks",3,3,3,3,3,3,10,
2024-04-03 14:22:24,2024-04-03 14:24:20,IP Address,128.6.37.204,100,116,True,2024-04-03 14:24:21,R_2aKs3ZC5wszetaU,,,,,40.5511,-74.4606,qr,EN,zl403,5,,,,,5,5,,4.5,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Trucks,,,,,,,,
2024-04-03 14:22:33,2024-04-03 14:24:22,IP Address,128.6.36.125,100,108,True,2024-04-03 14:24:22,R_2ZEtO1uhhlmslRv,,,,,40.5511,-74.4606,qr,EN,,4,2,5,5,1,4,4,1,3,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",4,2,4,4,5,5,5,
2024-04-03 14:22:36,2024-04-03 14:24:24,IP Address,130.219.10.90,100,107,True,2024-04-03 14:24:25,R_3PbixQHrBYBh2mO,,,,,40.4999,-74.4247,qr,EN,,3,3,3,3,3,3,3,3,2.5,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Fireplaces,Trucks",2,0,,,,,,
2024-04-03 14:22:24,2024-04-03 14:24:37,IP Address,128.6.37.32,100,133,True,2024-04-03 14:24:38,R_2rC7200skC4yT5c,,,,,40.5511,-74.4606,qr,EN,Tm965,4,5,5,5,5,5,5,4,3,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Trucks",1,1,1,1,1,3,7,
2024-04-03 14:23:01,2024-04-03 14:24:41,IP Address,130.219.10.90,100,100,True,2024-04-03 14:24:42,R_7I4TRlTczh7Mrf9,,,,,40.4999,-74.4247,qr,EN,mi360,5,5,5,5,5,5,5,5,3,PM < 0.25 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",5,2,3,3,3,3,10,not knowing about it
2024-04-03 14:22:27,2024-04-03 14:24:42,IP Address,128.6.36.67,100,134,True,2024-04-03 14:24:43,R_50ANIaQX98io0GR,,,,,40.5511,-74.4606,qr,EN,acp214,5,5,5,5,5,5,5,5,4,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,5,5,5,5,5,8,
2024-04-03 14:22:49,2024-04-03 14:24:43,IP Address,130.219.10.90,100,114,True,2024-04-03 14:24:44,R_1QLSziqD0QFk035,,,,,40.4999,-74.4247,qr,EN,,5,3,5,5,3,5,5,3,5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",,,3,2,5,4,,
2024-04-03 14:22:38,2024-04-03 14:24:54,IP Address,128.6.37.0,100,135,True,2024-04-03 14:24:54,R_1tNc98vYjWQWGVr,,,,,40.5511,-74.4606,qr,EN,sr1124,4,5,5,5,4,4,5,5,4,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Cars,3,4,3,3,3,4,8,
2024-04-03 14:23:13,2024-04-03 14:24:53,IP Address,130.219.10.90,100,100,True,2024-04-03 14:24:54,R_2IXEpHdBUneipDH,,,,,40.4999,-74.4247,qr,EN,,5,5,5,5,5,5,5,5,2,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,1,2,2,3,1,10,"Access to jobs. "
2024-04-03 14:22:23,2024-04-03 14:25:02,IP Address,128.6.37.50,100,159,True,2024-04-03 14:25:03,R_3dxBv2gf7oBowlr,,,,,40.5511,-74.4606,qr,EN,mwn29,4,3,3,4,3,2,4,3,3,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Trucks",2,2,2,1,2,1,5,Being unaware of potential factors
2024-04-03 14:22:52,2024-04-03 14:25:03,IP Address,130.219.10.90,100,130,True,2024-04-03 14:25:04,R_7eVW4WYr97Pa1Vl,,,,,40.4999,-74.4247,qr,EN,Jmd615,4,5,5,5,5,5,5,3,2.5,PM < 0.05 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,2,3,3,3,4,7,
2024-04-03 14:22:16,2024-04-03 14:25:05,IP Address,174.198.199.194,100,168,True,2024-04-03 14:25:06,R_2Cf72tz2OHg96U1,,,,,40.7066,-74.2027,qr,EN,,5,2,4,2,4,2,5,1,1.5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,1,2,1,4,5,4,NA
2024-04-03 14:22:26,2024-04-03 14:25:07,IP Address,146.75.245.39,100,160,True,2024-04-03 14:25:08,R_7P52GpFTVPWLo1d,,,,,40.5511,-74.4606,qr,EN,Jg1512,5,5,4,5,1,5,5,2,1.5,PM < 2.5 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Trucks",1,2,1,1,2,3,5,Time!
2024-04-03 14:22:21,2024-04-03 14:25:08,IP Address,130.219.10.90,100,167,True,2024-04-03 14:25:09,R_3Mg4TBZBIjDnHV2,,,,,40.4999,-74.4247,qr,EN,de252,3,4,4,5,3,4,5,2,2,PM < 2.5 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",4,1,3,2,5,4,8,
2024-04-03 14:22:33,2024-04-03 14:25:12,IP Address,130.219.10.90,100,158,True,2024-04-03 14:25:12,R_54FM9wqVoaIoeNn,,,,,40.4999,-74.4247,qr,EN,hg450,5,4,5,5,3,4,4,3,2.5,PM < 0.05 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Fireplaces,Trucks",2,0,2,1,2,2,5,
2024-04-03 14:22:19,2024-04-03 14:25:13,IP Address,104.28.55.230,100,173,True,2024-04-03 14:25:13,R_5q81bm06rdZ0Rur,,,,,40.7428,-73.9712,qr,EN,es1210,4,4,3,3,2,3,4,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Pollen,Trucks",3,2,3,3,4,3,5,No
2024-04-03 14:22:23,2024-04-03 14:25:23,IP Address,104.28.55.123,100,180,True,2024-04-03 14:25:24,R_2rNGuCUlD97mUmn,,,,,39.2889,-76.623,qr,EN,,5,5,5,5,5,5,5,5,5,PM < 0.25 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,2,5,3,5,3,10,
2024-04-03 14:22:23,2024-04-03 14:25:30,IP Address,130.219.10.90,100,186,True,2024-04-03 14:25:30,R_3omNH7OUrbTj5K5,,,,,40.4999,-74.4247,qr,EN,dr1154,4,5,5,5,3,3,5,3,2.5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Cars,4,1,4,2,4,3,6,lack of education
2024-04-03 14:22:20,2024-04-03 14:25:33,IP Address,128.6.37.181,100,192,True,2024-04-03 14:25:33,R_5qqG4bc1j0HhPdz,,,,,40.5511,-74.4606,qr,EN,Cep128,3,3,3,5,2,3,5,1,1,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,4,4,4,4,3,9,
2024-04-03 14:24:16,2024-04-03 14:25:35,IP Address,130.219.10.90,100,79,True,2024-04-03 14:25:36,R_7AImoQAZkRS6ARb,,,,,40.4999,-74.4247,qr,EN,,4,4,5,5,5,4,4,4,3.5,PM < 10 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Electric Vehicles,4,4,3,4,4,4,8,Unsure
2024-04-03 14:22:27,2024-04-03 14:25:36,IP Address,130.219.10.90,100,189,True,2024-04-03 14:25:37,R_2Fi4nzxyQ8Bvuff,,,,,40.4999,-74.4247,qr,EN,Sh1702,3,2,5,5,3,2,4,2,3,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Trucks",2,2,2,2,2,3,5,
2024-04-03 14:22:46,2024-04-03 14:25:45,IP Address,128.6.36.115,100,179,True,2024-04-03 14:25:45,R_3fvoEdAw21bWOFA,,,,,40.5511,-74.4606,qr,EN,ait22,5,3,5,5,2,2,5,1,4,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Fireplaces,2,3,4,4,5,3,10,SDoH - patients can’t pay for new housing or afford a different job to work
2024-04-03 14:23:27,2024-04-03 14:25:48,IP Address,130.219.10.90,100,140,True,2024-04-03 14:25:48,R_3AaL8MMr3pYiiJ3,,,,,40.4999,-74.4247,qr,EN,,1,5,4,3,4,2,5,3,5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,4,4,4,4,4,7,
2024-04-03 14:22:31,2024-04-03 14:25:49,IP Address,128.6.37.241,100,197,True,2024-04-03 14:25:50,R_5OTgXbUW5LlM6HL,,,,,40.5511,-74.4606,qr,EN,rp1376,4,3,5,5,3,2,5,2,3,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Trucks",4,5,5,5,5,5,10,
2024-04-03 14:22:28,2024-04-03 14:25:51,IP Address,128.6.37.79,100,202,True,2024-04-03 14:25:51,R_5PB7VtRWke1iM3y,,,,,40.5511,-74.4606,qr,EN,,4,4,4,4,4,4,4,3,4,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Fireplaces,Pollen,Trucks",4,1,1,1,1,2,5,
2024-04-03 14:22:31,2024-04-03 14:25:54,IP Address,174.229.214.15,100,202,True,2024-04-03 14:25:54,R_2XxNwH4iDW12qaJ,,,,,40.7873,-74.3211,qr,EN,psr53,5,4,5,5,4,4,5,4,5,PM < 10 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces",5,4,5,4,5,4,10,"Convincing peopel the validity and importance "
2024-04-03 13:54:42,2024-04-03 14:25:57,IP Address,130.219.10.90,100,1874,True,2024-04-03 14:25:58,R_7don7ix5YzIB96N,,,,,40.4999,-74.4247,qr,EN,Sa2211,5,5,5,1,5,5,5,1,2,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Cars,,,,,,,2,"Not knowing about this topic enough to advise my patients "
2024-04-03 14:24:06,2024-04-03 14:25:57,IP Address,128.6.37.4,100,111,True,2024-04-03 14:25:58,R_2pVvtJY7p0QHpcT,,,,,40.5511,-74.4606,qr,EN,akr83,5,4,4,4,4,4,5,4,5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",4,4,4,4,4,3,9,
2024-04-03 14:22:31,2024-04-03 14:25:58,IP Address,128.6.37.62,100,206,True,2024-04-03 14:25:59,R_22MkuFw7Ep5wW6n,,,,,40.5511,-74.4606,qr,EN,Dtl59,5,3,5,3,4,4,5,1,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads",1,1,3,2,2,2,6,
2024-04-03 14:22:22,2024-04-03 14:26:01,IP Address,130.219.10.90,100,219,True,2024-04-03 14:26:02,R_3pScPWfUGt0kUez,,,,,40.4999,-74.4247,qr,EN,nb638,3,3,4,5,3,1,4,1,2,PM < 0.05 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Electric Vehicles,Fireplaces",4,1,2,2,3,2,8,"Worrying about patient getting fired from workplace. "
2024-04-03 14:22:46,2024-04-03 14:26:11,IP Address,128.6.37.172,100,205,True,2024-04-03 14:26:12,R_5dyJulI1MeuyMsQ,,,,,40.5511,-74.4606,qr,EN,as3257,5,5,5,5,5,5,5,4,3.5,PM < 0.25 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",4,2,4,3,5,5,9,"government control of resources "
2024-04-03 14:22:20,2024-04-03 14:26:16,IP Address,128.6.36.103,100,235,True,2024-04-03 14:26:16,R_3kFlWKCZSMOqZtT,,,,,40.5511,-74.4606,qr,EN,Mv654,5,5,5,4,3,5,5,3,2.5,PM < 0.25 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",5,2,3,3,5,2,10,"People don’t believe in it "
2024-04-03 14:22:28,2024-04-03 14:26:18,IP Address,130.219.10.90,100,229,True,2024-04-03 14:26:18,R_2Cdz92Pb7myYgzc,,,,,40.4999,-74.4247,qr,EN,Jm3019,4,3,2,2,2,3,4,3,3,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,Fireplaces,3,2,4,2,4,4,5,"I wouldnt know how to deal with all the answers the patient is giving me, making it harder to provide care as a physician"
2024-04-03 14:25:15,2024-04-03 14:26:22,IP Address,174.230.183.46,100,67,True,2024-04-03 14:26:22,R_3BUkM7tda23AzK1,,,,,40.8022,-74.1914,qr,EN,sg1943,3,3,4,4,4,4,5,2,3,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,Electric Vehicles,3,3,4,5,4,3,8,
2024-04-03 14:24:06,2024-04-03 14:26:25,IP Address,104.28.55.232,100,139,True,2024-04-03 14:26:26,R_7SJsxAQgfZNMI6B,,,,,40.7652,-73.9588,qr,EN,,5,4,3,4,4,4,5,4,4,PM < 0.05 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",2,2,3,3,2,2,8,n/a
2024-04-03 14:22:25,2024-04-03 14:26:26,IP Address,174.204.130.26,100,240,True,2024-04-03 14:26:26,R_6GAFd6th1YU3eNX,,,,,40.7809,-73.9502,qr,EN,Ka833,4,2,4,5,1,2,4,,4.5,PM < 0.05 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Dirt Roads,Fireplaces,Pollen",5,4,3,2,2,4,8,"Systematic issues such as housing, food sources, water sources"
2024-04-03 14:22:19,2024-04-03 14:26:27,IP Address,128.6.36.81,100,247,True,2024-04-03 14:26:27,R_5m37Uzf3zk8bEWj,,,,,40.5511,-74.4606,qr,EN,sv522,5,5,5,5,4,4,5,4,4,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,1,3,2,3,4,8,"systemic/infrastructural disparities, leading to differences in access to clean water, power, and safe living/working environments "
2024-04-03 14:22:30,2024-04-03 14:26:27,IP Address,128.6.37.17,100,237,True,2024-04-03 14:26:28,R_2ekJb2UHr3nO6sU,,,,,40.5511,-74.4606,qr,EN,akp146,3,4,4,5,4,5,5,3,4,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Electric Vehicles,3,4,2,2,2,4,7,
2024-04-03 14:25:29,2024-04-03 14:26:31,IP Address,128.6.36.100,100,61,True,2024-04-03 14:26:31,R_52shl1ra5snUl5g,,,,,40.5511,-74.4606,qr,EN,,5,5,5,5,5,5,5,5,5,PM < 0.25 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Electric Vehicles,Fireplaces,Trucks",5,5,5,3,3,3,8,
2024-04-03 14:22:29,2024-04-03 14:26:34,IP Address,128.6.36.237,100,244,True,2024-04-03 14:26:34,R_7bHnwTSVgsfd6w5,,,,,40.5511,-74.4606,qr,EN,Kag365,4,5,5,5,5,5,5,3,4.5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",1,1,2,1,2,4,9,
2024-04-03 13:53:44,2024-04-03 14:26:34,IP Address,130.219.10.90,100,1969,True,2024-04-03 14:26:34,R_6vhQ56DOJP18Zpe,,,,,40.4999,-74.4247,qr,EN,,5,3,3,5,3,4,5,2,3,PM < 0.05 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Electric Vehicles,Fireplaces,Trucks",3,1,4,3,2,4,3,"Time constraints, lack of knowledge "
2024-04-03 14:22:31,2024-04-03 14:26:34,IP Address,130.219.10.90,100,242,True,2024-04-03 14:26:35,R_2rs5N864ZTxBDzz,,,,,40.4999,-74.4247,qr,EN,Adm234,4,4,4,4,3,5,5,3,2.5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,4,3,3,4,4,8,Environmental racism
2024-04-03 14:22:17,2024-04-03 14:26:37,IP Address,130.219.10.90,100,260,True,2024-04-03 14:26:38,R_22AHyzqHDOylXWh,,,,,40.4999,-74.4247,qr,EN,,5,5,5,5,5,5,5,5,5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",0,0,0,0,0,0,7,"Time and relevance "
2024-04-03 14:22:20,2024-04-03 14:26:43,IP Address,130.219.10.90,100,262,True,2024-04-03 14:26:43,R_5HnmzuGyYlkUIBF,,,,,40.4999,-74.4247,qr,EN,,5,3,1,4,1,3,5,2,2.5,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Pollen,Trucks",2,1,1,1,1,4,7,"Lack of knowledge about resources available. "
2024-04-03 14:22:18,2024-04-03 14:26:46,IP Address,130.219.10.90,100,267,True,2024-04-03 14:26:46,R_3eRabqamE1jg9Jt,,,,,40.4999,-74.4247,qr,EN,bs1111,4,4,4,4,4,4,4,4,2,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Electric Vehicles,Fireplaces,Trucks",4,3,4,3,4,5,7,Unsure
