StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4_1,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q10
2024-04-03 14:43:19,2024-04-03 14:44:48,IP Address,130.219.10.90,100,88,True,2024-04-03 14:44:48,R_4TWQC4LLfodvLgs,,,,,40.4999,-74.4247,qr,EN,Mm3555,5,5,5,5,5,5,5,4,5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",5,5,5,5,5,5,10,
2024-04-03 14:43:33,2024-04-03 14:44:54,IP Address,130.219.10.90,100,81,True,2024-04-03 14:44:55,R_2SDGeH4jLUbbDD1,,,,,40.4999,-74.4247,qr,EN,,4,4,3,4,4,2,4,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces",5,4,5,4,4,5,9,
2024-04-03 14:43:26,2024-04-03 14:44:55,IP Address,130.219.10.90,100,89,True,2024-04-03 14:44:55,R_5X5cJ16jjObQywF,,,,,40.4999,-74.4247,qr,EN,Jmd615,5,5,5,5,5,5,5,5,2,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,4,4,4,3,5,9,
2024-04-03 14:43:25,2024-04-03 14:44:56,IP Address,130.219.10.90,100,90,True,2024-04-03 14:44:56,R_7stqfH0l7Z6PVYB,,,,,40.4999,-74.4247,qr,EN,dkd74,5,5,5,5,5,5,5,5,5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Trucks",3,5,2,4,3,3,10,I would love to learn more!!
2024-04-03 14:43:39,2024-04-03 14:44:57,IP Address,128.6.37.32,100,77,True,2024-04-03 14:44:57,R_6jSWunXGYzTsOMv,,,,,40.5511,-74.4606,qr,EN,Tm965,5,5,5,5,5,5,5,5,3,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Electric Vehicles,1,1,1,1,1,1,10,
2024-04-03 14:43:24,2024-04-03 14:44:57,IP Address,130.219.10.90,100,93,True,2024-04-03 14:44:58,R_7lt2ek3r79suYfB,,,,,40.4999,-74.4247,qr,EN,ag1721,5,5,5,5,5,5,5,5,5,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Fireplaces,Trucks",5,5,5,5,5,5,10,
2024-04-03 14:43:40,2024-04-03 14:44:58,IP Address,130.156.160.177,100,77,True,2024-04-03 14:44:58,R_3o1naE3on026TKE,,,,,40.5511,-74.4606,qr,EN,Me545,5,4,5,5,5,5,5,4,3.5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Cars,5,5,5,5,5,5,10,
2024-04-03 14:43:26,2024-04-03 14:44:58,IP Address,130.219.10.90,100,91,True,2024-04-03 14:44:59,R_2gg27FvXnlrpKlH,,,,,40.4999,-74.4247,qr,EN,,3,4,2,3,1,1,5,1,3,PM < 2.5 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Trucks",3,5,2,1,1,2,9,Global warming
2024-04-03 14:43:29,2024-04-03 14:45:00,IP Address,128.6.37.241,100,90,True,2024-04-03 14:45:00,R_2X7EjSogTtaaZWh,,,,,40.5511,-74.4606,qr,EN,rp1376,5,5,5,5,5,5,5,5,2.5,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Cars,5,5,5,5,5,5,10,
2024-04-03 14:43:36,2024-04-03 14:45:00,IP Address,130.219.10.90,100,84,True,2024-04-03 14:45:01,R_5kPUoWhCEHLZkv7,,,,,40.4999,-74.4247,qr,EN,jp1579,5,4,0,3,4,4,5,,2,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",4,3,,1,1,5,8,
2024-04-03 14:43:38,2024-04-03 14:45:02,IP Address,130.219.10.90,100,83,True,2024-04-03 14:45:02,R_2ssFVpyim2obWyY,,,,,40.4999,-74.4247,qr,EN,"Nc879 ",5,4,3,3,2,2,5,4,2.5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Trucks",1,1,4,3,3,5,9,
2024-04-03 14:43:23,2024-04-03 14:45:06,IP Address,130.219.10.90,100,102,True,2024-04-03 14:45:06,R_4wJHagKHJpTK2wp,,,,,40.4999,-74.4247,qr,EN,,4,4,4,4,4,4,4,4,2,PM < 0.25 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,4,3,3,3,3,7,
2024-04-03 14:43:28,2024-04-03 14:45:07,IP Address,130.219.10.90,100,99,True,2024-04-03 14:45:07,R_2cAe9f1epbkbKBV,,,,,40.4999,-74.4247,qr,EN,,4,5,5,5,4,5,5,4,3.5,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,4,4,4,4,4,9,Heat waves and MI risk
2024-04-03 14:43:26,2024-04-03 14:45:08,IP Address,174.204.130.26,100,101,True,2024-04-03 14:45:08,R_2YqXtUUFIithpal,,,,,40.7809,-73.9502,qr,EN,Ka833,5,4,3,5,3,2,4,,4.5,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Fireplaces,Trucks",5,5,2,2,3,4,9,How to ask patients about impacts of environmental factors
2024-04-03 14:43:31,2024-04-03 14:45:13,IP Address,174.230.184.193,100,101,True,2024-04-03 14:45:13,R_5M0OCkXS7bdfWG4,,,,,40.7747,-74.2274,qr,EN,ew325,5,4,5,5,4,4,5,4,3,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Trucks",4,4,4,4,4,4,10,
2024-04-03 14:43:26,2024-04-03 14:45:13,IP Address,104.28.55.227,100,107,True,2024-04-03 14:45:14,R_63RfAMntLPOKnvj,,,,,40.7653,-73.9589,qr,EN,Es1210,4,4,3,5,2,2,5,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",4,5,3,4,3,5,7,N/a
2024-04-03 14:43:22,2024-04-03 14:45:15,IP Address,104.28.58.10,100,113,True,2024-04-03 14:45:16,R_5hsYMEf42wmk61G,,,,,40.3846,-74.1754,qr,EN,Ag2230,5,5,5,5,4,4,5,3,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Trucks",3,3,3,3,5,4,8,"Water contamination "
2024-04-03 14:43:35,2024-04-03 14:45:16,IP Address,128.6.36.81,100,101,True,2024-04-03 14:45:17,R_27Qh1c3jYS2KmZF,,,,,40.5511,-74.4606,qr,EN,sv522,5,5,5,5,4,4,5,3,2.5,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Dirt Roads,Pollen",4,2,3,3,2,4,8,
2024-04-03 14:40:48,2024-04-03 14:45:17,IP Address,130.219.10.90,100,268,True,2024-04-03 14:45:17,R_3qCkQ88lWqkJsd5,,,,,40.4999,-74.4247,anonymous,EN,Ss4567,5,3,4,5,3,5,5,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",3,2,4,1,4,5,10,"I’m curious to hear more about projections for which specialities might be most affected by climate change and what health risks are most anticipated as a result "
2024-04-03 14:43:34,2024-04-03 14:45:19,IP Address,128.6.36.169,100,104,True,2024-04-03 14:45:19,R_5RQXnfmcMuZHXI0,,,,,40.5511,-74.4606,qr,EN,ak1863,5,3,5,4,3,3,5,2,3,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,4,4,4,4,4,8,Complications associated with carbon emissions
2024-04-03 14:43:45,2024-04-03 14:45:22,IP Address,130.219.10.90,100,97,True,2024-04-03 14:45:22,R_7lNlt9DjMWAqezv,,,,,40.4999,-74.4247,qr,EN,Wc614,5,5,5,5,5,5,5,5,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Trucks",5,5,5,5,5,5,10,
2024-04-03 14:43:34,2024-04-03 14:45:24,IP Address,104.28.55.233,100,110,True,2024-04-03 14:45:25,R_1dR7xNsNE2YroTE,,,,,40.7652,-73.9588,qr,EN,,5,4,3,4,3,3,5,3,3.5,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,3,3,3,3,3,10,n/a
2024-04-03 14:43:39,2024-04-03 14:45:27,IP Address,128.6.37.62,100,107,True,2024-04-03 14:45:28,R_6azqf1xTtkQzi6f,,,,,40.5511,-74.4606,qr,EN,Dtl59,5,2,5,3,5,5,5,2,,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",3,3,3,3,3,3,8,
2024-04-03 14:43:33,2024-04-03 14:45:28,IP Address,174.229.214.15,100,115,True,2024-04-03 14:45:29,R_2dAObVXK6u3iYxP,,,,,40.7873,-74.3211,qr,EN,Psr53,5,5,5,5,5,5,5,5,4,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,5,5,5,5,5,10,More resources
2024-04-03 14:43:24,2024-04-03 14:45:29,IP Address,130.219.10.90,100,125,True,2024-04-03 14:45:29,R_7XowSw5bzCtxIHv,,,,,40.4999,-74.4247,qr,EN,jlb720,5,3,3,5,1,5,5,1,3.5,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Trucks",4,4,3,3,4,3,9,"Differing access "
2024-04-03 14:43:37,2024-04-03 14:45:32,IP Address,128.6.37.136,100,114,True,2024-04-03 14:45:32,R_2rS3EfzVEdULRka,,,,,40.5511,-74.4606,qr,EN,my405,3,4,2,3,2,2,5,2,2.5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Cars,1,3,3,3,3,,8,
2024-04-03 14:43:40,2024-04-03 14:45:33,IP Address,146.75.245.38,100,112,True,2024-04-03 14:45:33,R_5pscT83fKuhsgWc,,,,,40.5511,-74.4606,qr,EN,Jg1512,5,5,4,4,2,3,5,3,2,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Trucks",4,3,4,4,4,4,7,"Laws and guidelines to help our patients if they do disclose a work place exposure "
2024-04-03 14:43:36,2024-04-03 14:45:33,IP Address,130.219.10.90,100,117,True,2024-04-03 14:45:34,R_5nOMzmK2DyC6NsF,,,,,40.4999,-74.4247,qr,EN,,4,4,4,4,4,4,5,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces",4,3,4,3,3,4,8,
2024-04-03 14:43:25,2024-04-03 14:45:36,IP Address,130.219.10.90,100,131,True,2024-04-03 14:45:37,R_5fU46C6LnXC7HQR,,,,,40.4999,-74.4247,qr,EN,hs1154,5,4,5,4,3,4,4,1,3.5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,3,4,4,4,3,9,
2024-04-03 14:43:26,2024-04-03 14:45:36,IP Address,130.219.10.90,100,130,True,2024-04-03 14:45:37,R_3nMsPXBzgrvmmbv,,,,,40.4999,-74.4247,qr,EN,ij91,5,5,4,5,3,2,5,3,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Fireplaces,Trucks",4,4,4,2,5,3,9,
2024-04-03 14:43:31,2024-04-03 14:45:38,IP Address,128.6.36.117,100,126,True,2024-04-03 14:45:38,R_37Gm9RsObQZfZAZ,,,,,40.5511,-74.4606,qr,EN,rp933,4,3,3,5,3,4,5,4,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",3,2,2,3,2,4,7,
2024-04-03 14:43:25,2024-04-03 14:45:42,IP Address,130.219.10.90,100,136,True,2024-04-03 14:45:42,R_7NOEQsaUp52caAc,,,,,40.4999,-74.4247,qr,EN,Co384,5,4,3,4,2,2,4,2,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,4,4,3,3,4,10,"Connection with cancer incidence. "
2024-04-03 14:43:27,2024-04-03 14:45:42,IP Address,174.229.209.107,100,135,True,2024-04-03 14:45:43,R_543WOlQoLiXuZX3,,,,,40.7869,-74.2535,qr,EN,Rc1451,5,4,5,4,4,4,5,2,4,PM < 0.25 μm,Particles of this diameter are unable to be suspended in air.,Fireplaces,4,1,3,3,4,5,10,"Environmental health and health disparities and quick tools we can use to help route resources based on hazards "
2024-04-03 14:43:33,2024-04-03 14:45:42,IP Address,130.219.10.90,100,129,True,2024-04-03 14:45:43,R_25yLhOzUazsjSpK,,,,,40.4999,-74.4247,qr,EN,anh90,5,5,5,5,5,5,5,5,1.5,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,Cars,5,5,5,5,5,5,4,"Lead poisoning "
2024-04-03 14:43:31,2024-04-03 14:45:42,IP Address,130.219.10.90,100,131,True,2024-04-03 14:45:43,R_5KmZffz4e84PVmx,,,,,40.4999,-74.4247,qr,EN,Ok164,5,5,5,5,5,5,5,5,3.5,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",2,2,2,2,2,2,8,"Influence on psychiatric conditions "
2024-04-03 14:44:20,2024-04-03 14:45:44,IP Address,128.6.36.87,100,83,True,2024-04-03 14:45:44,R_3gnJCYDlShBJEk4,,,,,40.5511,-74.4606,qr,EN,jf1142,5,5,5,5,5,5,5,5,1.5,PM < 10 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",5,5,5,5,5,5,10,
2024-04-03 14:43:23,2024-04-03 14:45:49,IP Address,130.219.10.90,100,145,True,2024-04-03 14:45:49,R_209W7o7XhjkxDX3,,,,,40.4999,-74.4247,qr,EN,,5,5,5,5,5,5,5,5,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",5,5,5,5,5,5,10,All of it!
2024-04-03 14:43:28,2024-04-03 14:45:49,IP Address,128.6.36.67,100,141,True,2024-04-03 14:45:50,R_3nl2C5cFfJeocex,,,,,40.5511,-74.4606,qr,EN,acp214,5,5,5,5,5,5,5,5,3,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Fireplaces,Trucks",5,5,5,5,5,5,10,"More climate change "
2024-04-03 14:43:40,2024-04-03 14:45:53,IP Address,130.219.10.90,100,133,True,2024-04-03 14:45:54,R_2Rp8GgQpfI0w2fn,,,,,40.4999,-74.4247,qr,EN,mi360,5,5,5,5,5,5,5,5,3,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,3,2,3,3,3,10,
2024-04-03 14:43:23,2024-04-03 14:46:03,IP Address,128.6.37.50,100,159,True,2024-04-03 14:46:03,R_3zZwiWE2m3wh8g6,,,,,40.5511,-74.4606,qr,EN,mwn29,4,4,4,4,4,4,4,4,3,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Fireplaces,Trucks",2,2,2,2,2,2,7,Infectious vector habitats getting larger
2024-04-03 14:43:30,2024-04-03 14:46:03,IP Address,130.219.10.90,100,152,True,2024-04-03 14:46:03,R_2wmHZRFLPXbjiTS,,,,,40.4999,-74.4247,qr,EN,ait18,5,5,5,5,5,5,5,5,2,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,2,2,1,2,2,7,Vehicle emissions!
2024-04-03 14:43:33,2024-04-03 14:46:07,IP Address,128.6.36.115,100,154,True,2024-04-03 14:46:08,R_2g5QquiIOVq06VI,,,,,40.5511,-74.4606,qr,EN,ait22,5,4,3,5,3,3,5,2,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Electric Vehicles,4,4,4,4,4,4,10,"Effect of environmental exposure to technology "
2024-04-03 14:43:23,2024-04-03 14:46:10,IP Address,128.6.37.172,100,167,True,2024-04-03 14:46:11,R_2rLsBRzrexb604F,,,,,40.5511,-74.4606,qr,EN,as3257,5,5,5,5,5,5,5,5,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",5,3,5,5,5,5,10,Impact of environmental changes on hormones
2024-04-03 14:44:00,2024-04-03 14:46:11,IP Address,174.198.199.194,100,131,True,2024-04-03 14:46:12,R_2OqLq5YzlUmE8uF,,,,,40.7066,-74.2027,qr,EN,,5,3,4,4,2,1,5,1,2,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",3,3,2,3,4,5,8,NA
2024-04-03 14:43:41,2024-04-03 14:46:18,IP Address,128.6.36.109,100,157,True,2024-04-03 14:46:19,R_5O7Co7YbJ9IsjbE,,,,,40.5511,-74.4606,qr,EN,Pnp43,5,4,3,4,3,3,5,3,3.5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Cars,2,2,2,2,2,3,9,
2024-04-03 14:43:39,2024-04-03 14:46:20,IP Address,128.6.37.43,100,161,True,2024-04-03 14:46:21,R_4Q9h1sWXMiVhnOF,,,,,40.5511,-74.4606,qr,EN,,5,4,3,3,4,3,5,3,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces",5,3,5,3,5,4,10,
2024-04-03 14:43:24,2024-04-03 14:46:23,IP Address,130.219.10.90,100,178,True,2024-04-03 14:46:24,R_3NzeF9In2aiLa0e,,,,,40.4999,-74.4247,qr,EN,ka862,3,3,3,3,2,3,3,2,4,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Fireplaces,Pollen,Trucks",3,4,3,2,2,3,8,
2024-04-03 14:43:27,2024-04-03 14:46:29,IP Address,130.219.10.90,100,182,True,2024-04-03 14:46:30,R_2EPldgd3dl3hq5r,,,,,40.4999,-74.4247,qr,EN,jd1711,5,5,4,5,3,3,5,3,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Trucks",5,4,4,5,5,5,10,"the impact of superfund sites on health. "
2024-04-03 14:43:41,2024-04-03 14:46:31,IP Address,130.219.10.90,100,170,True,2024-04-03 14:46:32,R_7huRrrdxCVYCEJc,,,,,40.4999,-74.4247,qr,EN,nb638,4,4,3,3,2,1,5,2,3,PM < 2.5 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Fireplaces,Trucks",4,3,3,3,4,3,10,"microplastics "
2024-04-03 14:43:25,2024-04-03 14:46:39,IP Address,130.219.10.90,100,194,True,2024-04-03 14:46:40,R_2MaGAMJkew46T0l,,,,,40.4999,-74.4247,qr,EN,Sa2211,5,5,5,1,1,3,5,1,2,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",,2,,5,,2,8,"Increasing prevalence of Lyme disease, impact of hot weather on MI, how can physicians best guide their patients in terms of the environment’s impact on their health"
